,Target,Change
0,0,-0.9849402097759409
1,0,2.3659371006965793
2,0,1.487148513522588
3,0,-0.28037506777935073
4,0,2.3063354597419115
5,0,4.017371013741251
6,0,2.035169929834624
7,1,4.982167285518854
8,1,8.611883515026001
9,0,2.1166968388803777
10,-1,-15.870301796934822
11,1,5.077306733167085
12,0,0.4912663755458499
13,0,2.5529603476371543
14,1,5.2355840088430385
15,-1,-5.550631872640737
16,0,-2.5509140196010267
17,0,-0.9427009034712391
18,0,3.3158520047523607
19,0,-2.9353002671622703
20,0,-2.5118772662542046
21,0,3.1130315231267818
22,0,3.68571428571429
23,0,-0.0872600349040129
24,0,-0.7228223396920337
25,0,-2.120591265293831
26,0,-2.785037666008357
27,0,-3.0375650819911337
28,1,7.093479870023958
29,0,3.7101252328346623
30,-1,-12.864856316645579
31,1,5.330636902215482
32,0,1.6602872580029797
33,0,-0.8438256658595674
34,0,1.329621625581479
35,0,0.32051282051283037
36,0,-0.8659828484950439
37,0,-0.18658298702399695
38,0,0.5013170192879594
39,0,-1.938499444417613
40,0,-3.739330713995395
41,-1,-8.847802443861555
42,-1,-5.401459854014601
43,0,1.3325023741690436
44,0,-0.2738321862644611
45,0,-1.300970588667168
46,0,-3.0423851109094326
47,-1,-7.131897133738417
48,1,9.376445707487939
49,0,-1.672230698348925
50,-1,-5.267928470472557
51,0,1.5633361983685496
52,0,0.052692927970370756
53,0,-0.5697414618576524
54,-1,-10.73624063046723
55,0,3.2401913187326903
56,1,5.4444754075519
57,0,0.06606983581647302
58,-1,-9.821399095440889
59,0,-1.3929565090057134
60,1,8.163947207217245
61,0,-0.6727419382519131
62,-1,-5.0987438879002
63,0,2.976732330772316
64,0,-1.0289775640459062
65,1,19.28758998910306
66,0,-0.14675931472385562
67,0,-0.19046762050451152
68,0,-0.24793015882555894
69,-1,-5.228512035670177
70,0,-1.859651911308898
71,0,3.1597700218641167
72,0,-1.4396508414971225
73,0,1.006706064129733
74,0,-0.3169797038368723
75,0,0.955545008701149
76,0,-1.463628670824589
77,0,1.164122137404588
78,0,-0.7875872476891138
79,0,-1.3848615930661863
80,0,-1.2114979835146236
81,0,-0.8034741310606272
82,0,-3.462919542868387
83,0,-2.9349321466786646
84,0,-1.128628672417723
85,0,-0.6672094011043435
86,0,3.944625581271044
87,0,0.08741708232632128
88,0,-0.5291820797369363
89,-1,-18.86782707504778
90,1,5.1841948900772445
91,0,-0.9078620856618314
92,-1,-6.291100840849408
93,0,-0.7104525604536428
94,1,4.678336980306344
95,-1,-8.620761737530835
96,0,1.7339982614265548
97,0,0.6318582478862982
98,0,3.21319241168191
99,0,-0.30525427031240393
100,0,-2.4060803474484223
101,0,0.8166080726269324
102,0,-2.286521441656174
103,-1,-17.516319201319092
104,1,15.271920696642747
105,0,0.04038484380568142
106,0,-1.6764817629179336
107,1,10.80278220547747
108,1,12.380391900433752
109,0,2.2886401986074114
110,-1,-5.959536585828326
111,0,-3.2905879506411795
112,1,4.570094237344679
113,0,-0.6758912193954834
114,0,-0.4817632535078455
115,0,-1.5833955261512327
116,0,0.6927365141826519
117,0,1.8644412782413937
118,-1,-7.794828757543058
119,0,-0.6176183768555567
120,-1,-4.843000436109907
121,0,0.89369600586632
122,0,1.571691385223366
123,0,0.0961516960711985
124,0,2.2607452417120912
125,0,-1.830653617616217
126,0,-2.5857848591392596
127,0,-0.31067251461988615
128,0,-0.669110907424372
129,0,-1.0427240011073264
130,0,2.2985826184259635
131,0,0.30764322501253877
132,0,2.1105481972874034
133,0,1.105771370088557
134,0,-3.4196685958233433
135,0,0.5855681378021812
136,0,-0.17895166039957497
137,0,0.7488596909251847
138,0,0.7387886568912252
139,0,0.1811067635550592
140,0,0.18747489175556287
141,0,-0.5881042548451741
142,0,-0.01792676914802673
143,1,8.861894302747775
144,0,1.2455735814872673
145,1,6.671818126359897
146,0,-0.8311411033588801
147,0,0.9457537195801696
148,1,8.845260311535979
149,0,2.069665319547215
150,0,-2.087689828939692
151,0,1.0188362159512527
152,0,-1.5388347832114506
153,1,8.298426554964992
154,0,1.3569954333446943
155,0,1.0502180605438796
156,1,4.822049093188198
157,0,1.0580969392388981
158,0,-3.894489297643834
159,0,2.7508922865915397
160,0,-0.843369838910285
161,0,0.19427872112589595
162,0,0.17863413591461577
163,0,-1.0637973603194468
164,0,0.614640458438599
165,0,-3.081987292352445
166,-1,-7.277811127610493
167,0,2.2506175994547952
168,0,-3.7989869368168416
169,0,2.698489677151178
170,0,-0.1264883462070361
171,0,3.152704368530363
172,0,-0.47474052974494596
173,0,-1.626751759984207
174,0,-0.6554416707074543
175,0,0.1413784397879377
176,0,1.2235499756298378
177,0,-1.3764590632108462
178,0,-1.9562948247415743
179,0,-2.7508757469606397
180,0,2.613271179856615
181,0,2.773858278555943
182,0,-0.11887620131936451
183,0,1.0342804458972548
184,1,6.152110432705058
185,0,0.15786183182244312
186,0,1.5714486353209298
187,0,-0.878810226155363
188,0,-2.2428544857089583
189,0,0.12208850623919544
190,0,0.6888797390175005
191,0,-1.8433179723502169
192,0,0.1169703087695714
193,0,-0.04961428891521704
194,0,-1.240972922771453
195,0,2.470977365587913
196,0,0.27056962025317033
197,0,-1.1377443941235006
198,0,-1.146049481245004
199,0,0.36653103403732834
200,0,-0.7706044177029999
201,0,1.0197795071336053
202,0,0.9131907108122327
203,0,-0.04294029708323767
204,0,-0.7334807719845371
205,0,-0.27087674306778986
206,0,-0.1060735121582877
207,0,-0.3443005389751406
208,0,-2.8543291196461067
209,0,-0.10635999534674793
210,0,-0.8784042323113155
211,0,-0.3289639314546454
212,0,-1.374084364738565
213,0,-0.16390923526098045
214,0,-2.9825731534212463
215,0,3.34044315958329
216,0,1.4806222707423495
217,0,-0.9396221340684324
218,0,-0.45136001900464623
219,0,0.35965704740314214
220,0,-0.5672747036244299
221,0,-0.13494124077618153
222,0,0.7217993671427397
223,0,0.6300202081953633
224,0,-0.541699011103992
225,0,0.28674686529683235
226,0,-2.4853652759449028
227,0,-1.1676527230771931
228,0,-4.034126816937016
229,-1,-7.443383455895793
230,0,-1.770855979603541
231,1,4.567312528922969
232,-1,-5.370302668796064
233,-1,-6.169174461163081
234,1,5.155376413990384
235,1,5.508500772797531
236,0,1.027383882182896
237,0,-0.6186683164488527
238,0,-3.106762119679397
239,0,2.051920412793388
240,0,-1.1391134981998505
241,0,1.804975124378108
242,0,-0.08210020134097307
243,0,-0.6534285434803825
244,0,0.13981607294066276
245,0,-0.8396916542122203
246,-1,-5.25334655428855
247,0,-0.6028131279303407
248,0,0.536977762803237
249,0,0.03351276626939408
250,0,2.5272723465734312
251,0,-1.290691500224656
252,0,0.30827161004675985
253,0,-0.5259575521316774
254,0,-1.5924359293356454
255,0,0.13906447534765448
256,0,0.8626856878340324
257,0,0.08135847797062465
258,0,-0.4168837936425221
259,0,0.2616431187859759
260,0,-0.2317327766179569
261,0,-0.5273180020506774
262,0,-1.9584744514799004
263,0,-1.8731493799081702
264,-1,-7.191743380053787
265,-1,-6.983319197059652
266,0,3.5714285714285627
267,0,-2.4651504035216396
268,0,0.8349631412667329
269,1,8.365037921173704
270,0,-2.8890061726978664
271,0,-2.748109640831757
272,0,-1.7348203221809138
273,0,-1.2140543480948558
274,-1,-5.591710052062469
275,0,-0.45336444138076765
276,0,3.0548379364529707
277,0,-0.8580141624024379
278,0,-2.2287680517178488
279,0,-4.148558935665343
280,-1,-8.522711468387524
281,0,-2.5420378873111
282,0,2.9858662756232235
283,0,1.8510664081434844
284,1,4.982301674648264
285,0,3.4255114183713875
286,0,-0.9506067994411338
287,0,0.20466865803739606
288,0,4.485233232128071
289,0,3.133007528728045
290,0,2.679234650751768
291,0,-1.5216903235462926
292,0,-3.092940193023781
293,0,0.3136762860727699
294,0,2.0012507817385883
295,0,-0.48283261802574756
296,0,-1.7199332563213936
297,0,0.9481520177615242
298,0,-0.8590353963982593
299,-1,-6.456832654765635
300,0,-0.019530160147311303
301,0,-3.091949211664585
302,0,2.139545598525645
303,0,-0.48209754722299963
304,0,1.3116518881554704
305,-1,-6.160170012862824
306,0,2.8963914300187814
307,0,-2.0242680489994522
308,0,-3.715417356349017
309,0,0.042977743668453215
310,0,0.5093743287612461
311,0,0.8975728896351695
312,0,2.7232291446034678
313,0,2.886682965624911
314,0,-1.966847032551749
315,0,0.8965597803866576
316,1,5.1434194911574815
317,0,1.0075428068050503
318,0,0.2098550092663201
319,1,15.194865239739999
320,0,-0.6657852488431375
321,-1,-5.4475448020155
322,-1,-5.452214569403247
323,0,3.1239199213038042
324,0,-0.12117149633906632
325,0,-3.151699749619276
326,0,1.4285714285714322
327,-1,-5.97014925373135
328,0,-1.953386988598243
329,0,0.5899957246686598
330,0,4.151082398277223
331,0,2.5382920260086475
332,0,-0.41124966834702964
333,0,-1.8595977088051199
334,0,0.35290604555202953
335,0,1.8340682230097038
336,0,-0.2550139460751706
337,0,0.6817758129377619
338,0,0.31741833090860694
339,0,0.5431773236651292
340,0,-1.6521989981904517
341,0,-1.442628196581416
342,0,1.9615800865800863
343,0,-0.5466365928088105
344,0,0.082712985938793
345,0,-3.5163956278325768
346,0,-2.6774612472714203
347,0,-1.6608937595820858
348,0,1.1952536305107215
349,0,0.5791560868448916
350,0,-1.4636636977364341
351,0,1.2234440670159479
352,0,-1.785968205215702
353,-1,-5.2960764441870625
354,0,-2.2258912737724055
355,0,-2.6205516292451048
356,0,2.068079640333975
357,0,3.8132393657186023
358,0,-2.763971390471574
359,0,3.444084278768237
360,0,0.8074964596703748
361,0,-3.5986490121648744
362,0,-1.0913713453012068
363,0,2.793015892918725
364,0,-3.677726274701147
365,0,0.43690242512505395
366,0,-1.4405497415206132
367,0,-0.6172642082707028
368,0,3.041127630816756
369,0,-1.8551485055748143
370,0,0.24821002386633978
371,-1,-10.776751420499632
372,-1,-6.008965419097762
373,0,3.891138953026242
374,0,4.270047728349171
375,0,2.8477584821272504
376,0,-3.7337772643881064
377,0,2.491618140109406
378,-1,-5.375159257601327
379,0,-3.326055312954871
380,0,0.8055409169615245
381,-1,-15.660941000746826
382,-1,-21.14584255733641
383,1,17.821448624368337
384,0,-0.8292032024399586
