,Date,Open,High,Low,Close,Volume,Market Cap,macd,macds,macdh,rsi_14,gtrends
0,1388098800.0,763.28,777.51,713.6,735.07,46862700.0,9295570000.0,0.0,0.0,0.0,,6.333333333333333
1,1388185200.0,737.98,747.06,705.35,727.83,32505800.0,8990850000.0,-0.16243589743589837,-0.09024216524216576,-0.14438746438746522,0.0,6.166666666666667
2,1388271600.0,728.05,748.61,714.44,745.05,19011300.0,8872600000.0,0.3270155948902129,0.08076511350061237,0.4925009627792011,71.9212410501192,6.0
3,1388358000.0,741.35,766.6,740.24,756.13,20707700.0,9037000000.0,0.9416525865007088,0.37239366126487267,1.1385178504716724,81.26041462458338,6.0
4,1388444400.0,760.32,760.58,738.17,754.01,20897300.0,9268240000.0,1.1714532979534624,0.6100958378143102,1.1227149202783044,76.0484474175372,6.166666666666667
5,1388530800.0,754.97,775.35,754.97,771.4,22489400.0,9203030000.0,2.0311818448767553,0.9952891565817783,2.071785376589954,84.71105400862481,6.333333333333333
6,1388617200.0,773.44,820.31,767.21,802.39,38489500.0,9428180000.0,3.9514469593253807,1.743413833342258,4.416066251966246,90.97517713264494,6.5
7,1388703600.0,802.85,834.15,789.12,818.72,37810100.0,9786680000.0,5.9521613270487705,2.7548550015940942,6.394612650909353,92.677657364232,6.666666666666667
8,1388790000.0,823.27,859.51,801.67,859.51,38005000.0,10035600000.0,9.270794109000235,4.260069261145516,10.021449695709437,95.1425723144022,6.833333333333333
9,1388876400.0,858.55,952.4,854.52,933.53,72898500.0,10465700000.0,15.30278528101428,6.734278678381347,17.137013205265866,97.07005749811019,7.0
10,1388962800.0,936.05,1017.12,905.71,953.29,85565700.0,11410400000.0,20.499714121451348,9.74607729850689,21.507273645888915,97.37007749294769,7.0
11,1389049200.0,946.49,965.74,802.0,802.0,81311700.0,11571400000.0,15.72044234341513,11.029120354957586,9.382643976915087,52.79501364051183,6.833333333333333
12,1389135600.0,795.99,870.68,776.18,842.72,74175600.0,9734800000.0,14.26766510425125,11.714508940800268,5.106312326901964,58.32500265956913,6.666666666666667
13,1389222000.0,841.47,864.36,804.14,846.86,59998600.0,10295100000.0,13.234873344393009,12.032570308399693,2.404606071986631,58.852784086654125,6.5
14,1389308400.0,846.69,871.19,822.6,868.48,31876800.0,10363300000.0,13.570094430277436,12.351289051628696,2.437610757297481,61.588551892393305,6.333333333333333
15,1389394800.0,867.32,921.48,861.72,913.95,44754200.0,10619900000.0,16.411637283194864,13.186878448545617,6.449517669298494,66.61583401708012,6.166666666666667
16,1389481200.0,919.6,928.52,851.17,863.22,39623500.0,11264800000.0,15.235639438404519,13.606070001117189,3.25913887457466,57.56379194233977,6.0
17,1389567600.0,860.19,861.29,806.05,841.2,45580900.0,10541500000.0,12.759621213272453,13.433674644900165,-1.348106863255424,54.12575754197565,6.0
18,1389654000.0,843.17,855.69,825.66,833.27,20829800.0,10336500000.0,10.192879671292644,12.776038108871123,-5.166316875156959,52.900406875173665,6.0
19,1389740400.0,833.12,872.81,830.86,860.9,28107200.0,10216700000.0,9.892614301237813,12.192627076087245,-4.600025549698863,56.58812195276794,6.0
20,1389826800.0,860.29,866.16,835.63,835.63,19149300.0,10553800000.0,7.8702088785778415,11.320095755602727,-6.899773754049772,52.53666053444187,6.0
21,1389913200.0,834.49,842.91,797.63,814.64,39031700.0,10241200000.0,4.80273347038019,10.006933874096019,-10.408400807431658,49.37451982165032,6.0
22,1389999600.0,816.07,841.49,816.07,840.0,18052700.0,10018200000.0,4.089730988087808,8.816466014998458,-9.453470053821299,53.051269597718836,6.0
23,1390086000.0,839.66,870.96,825.53,870.96,24365700.0,10311500000.0,5.6160898909179195,8.173353778512043,-5.114527775188247,57.1433961654498,6.0
24,1390172400.0,871.39,886.39,853.87,870.2,27652700.0,10704800000.0,6.684181820308254,7.874389933397879,-2.38041622617925,57.012028336899704,6.0
25,1390258800.0,869.65,881.2,855.93,863.91,18997300.0,10687700000.0,6.9956420861610695,7.698107583238893,-1.404930994155647,55.86730010534916,6.0
26,1390345200.0,867.21,870.15,837.36,845.59,18453700.0,10661400000.0,5.858008463396914,7.329195785275059,-2.94237464375629,52.557296792958425,6.0
27,1390431600.0,845.46,851.57,819.32,822.04,15607100.0,10398000000.0,3.21874887407148,6.505513169143447,-6.573528590143935,48.57330424075114,6.0
28,1390518000.0,822.43,822.43,783.58,797.07,34912000.0,10118400000.0,-0.6779210976851573,5.066599705039876,-11.489041605450067,44.703907199929986,6.0
29,1390604400.0,796.24,861.45,792.96,853.61,24303900.0,9799920000.0,0.39446639211405454,4.131014844495695,-7.473096904763281,53.69817304892647,6.0
30,1390690800.0,853.68,897.02,844.86,885.28,32224300.0,10510400000.0,3.5437188599230467,4.013439206309041,-0.9394406927719885,57.8352859840978,6.0
31,1390777200.0,884.6,893.0,757.11,771.39,49233600.0,10894400000.0,-2.420101781281346,2.7257107652089063,-10.291625092980505,42.96711222016275,6.0
32,1390863600.0,774.02,832.5,766.98,812.51,44875500.0,9535950000.0,-4.008568406802851,1.3780007180814677,-10.773138249768639,48.14993373336064,5.833333333333333
33,1390950000.0,809.96,836.87,809.85,826.0,17984400.0,9981850000.0,-4.199763768560501,0.2618818812677091,-8.923291299656421,49.76284132594187,5.666666666666667
34,1391036400.0,826.02,830.5,799.06,819.03,29918200.0,10182900000.0,-4.822549495476551,-0.7554170595572861,-8.13426487183853,48.916163721725,5.5
35,1391122800.0,818.43,831.87,812.6,829.92,17107900.0,10092900000.0,-4.43524726123178,-1.4916220120585666,-5.887250498346426,50.33789593428374,5.333333333333333
36,1391209200.0,828.61,853.52,827.11,832.58,19668700.0,10222300000.0,-3.880298088116092,-1.9694812866305809,-3.8216336029710223,50.69883172573569,5.166666666666667
37,1391295600.0,832.9,844.72,820.67,825.37,11300900.0,10279200000.0,-3.948247895929171,-2.3653168203142205,-3.1658621512299012,49.645600054230165,5.0
38,1391382000.0,824.08,826.48,807.22,823.83,13940100.0,10174100000.0,-4.073307895410949,-2.7069718025044693,-2.732672185812959,49.40949433502804,5.0
39,1391468400.0,823.77,840.17,820.94,827.96,16609700.0,10174000000.0,-3.808942185274759,-2.927395178350737,-1.7630940138480442,50.094957601133615,5.333333333333333
40,1391554800.0,829.96,837.32,811.91,811.91,22395100.0,10254100000.0,-4.78833659263239,-3.2996230432629763,-2.9774270987388283,47.40673704080534,5.666666666666667
41,1391641200.0,815.59,819.81,770.59,781.55,50108700.0,10079900000.0,-7.833848875752437,-4.206545362179192,-7.254607027146491,42.735120070715546,6.0
42,1391727600.0,783.2,783.2,654.35,712.4,113643000.0,9683190000.0,-15.458557172028804,-6.457100889021426,-18.002912566014757,34.416227320419594,6.333333333333333
43,1391814000.0,699.57,721.82,661.87,673.92,38742600.0,8651930000.0,-24.22516993787417,-10.010908186465375,-28.42852350281759,30.820788492171502,6.666666666666666
44,1391900400.0,671.46,712.27,655.25,682.9,39311400.0,8307340000.0,-30.11680238993847,-14.032262181829534,-32.169080416217874,32.590631950711554,7.0
45,1391986800.0,681.32,703.71,550.5,681.03,112758000.0,8431680000.0,-34.53089328607484,-18.13213126226564,-32.7975240476184,32.40471567295792,7.0
46,1392073200.0,683.5,712.46,636.66,672.17,72745200.0,8461320000.0,-38.281754554028225,-22.162168261653488,-32.239172584749475,31.48818078120749,6.833333333333333
47,1392159600.0,672.38,672.9,643.04,651.72,25367600.0,8326420000.0,-42.375117005026254,-26.20484816510249,-32.34053767984753,29.419825436069885,6.666666666666667
